ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,collection
REACTOME_DNA_REPAIR,REACTOME_DNA_REPAIR,292,-0.7878851844128023,-1.431661880864005,7.579833500317589e-6,1.9572772969773356e-4,1.8195232230928927e-4,747,"tags=10%, list=5%, signal=9%",RTEL1/INO80B/POLN/CCNH/TDP1/BLM/COPS2/RAD50/TERF2/H4C11/GTF2H4/H4C5/H2AC19/H2BC12/H2AC8/H4C16/H2BC11/H2AC20/H4C8/H2BC21/H2BC5/H2BC15/ADPRS/H2AX/H2AC6/H4C3/H2AZ2/H2AJ,Reactome
REACTOME_APOPTOSIS,REACTOME_APOPTOSIS,155,-0.7710676389016555,-1.4044307887355414,0.00211791656333264,0.03475704168318497,0.032310825147886565,836,"tags=10%, list=6%, signal=9%",YWHAE/KPNA1/PSMA6/PPP1R13B/BMF/HMGB2/PPP3R1/SEPTIN4/SFN/H1-3/H1-1/H1-4/H1-0/H1-2/PSMA2,Reactome
REACTOME_DEUBIQUITINATION,REACTOME_DEUBIQUITINATION,228,-0.7678803879482357,-1.3946062311309373,8.030044511787215e-4,0.014147049007531005,0.013151373209707235,229,"tags=6%, list=2%, signal=6%",H2AC12/H2AC19/H2AC11/H2BC12/H2AC8/H2BC18/H2AC25/H2BC11/H2AC20/H2BC21/H2BC5/H2BC15/H2AC6/PSMA2,Reactome
REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE,REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE,270,-0.7593405503871816,-1.380071865237608,4.991620287092683e-4,0.009645098554737153,0.008966272094641865,836,"tags=8%, list=6%, signal=8%",YWHAE/BBS1/CEP63/PRKAR2B/PCM1/IFT70A/PRKAG2/TMEM67/DYNLT5/IFT88/DMAC2L/SEPTIN2/DYNLT2/CEP43/MICOS10/MICOS13/DYNLT2B/DYNC2I2/DYNC2I1/ATP5MJ/ATP5MK/PRKAG1,Reactome
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,284,-0.7513990313978015,-1.3648880500394767,4.3562124773036554e-4,0.008555315652147179,0.007953188612575095,824,"tags=11%, list=6%, signal=10%",ASS1/RPS13/RPS27A/TXNRD1/ALDH9A1/SMOX/BCKDHA/ODC1/RPS26/CHDH/PSMA6/SLC3A2/SLC36A4/CTH/SLC25A10/CARNMT1/AGMAT/SLC25A21/SLC6A12/NQO1/ASRGL1/TSTD1/MARS1/KARS1/IARS1/RARS1/EPRS1/LARS1/DARS1/SARS1/PSMA2,Reactome
REACTOME_ECM_PROTEOGLYCANS,REACTOME_ECM_PROTEOGLYCANS,56,0.6078580019902188,1.7124044915788086,0.002795040961022049,0.041855738391305186,0.03890991232580695,1252,"tags=38%, list=9%, signal=34%",ASPN/ITGB1/HSPG2/COL3A1/SERPINE1/COL5A3/COMP/COL6A3/TNXB/TNC/ITGAV/DCN/COL4A2/DAG1/FMOD/COL6A1/COL5A1/FN1/ITGA9/BGN/LAMB2,Reactome
REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS,REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS,10,0.8946042782299143,1.760372088757409,0.0026821343194739977,0.040673378667466446,0.03781076762163211,927,"tags=40%, list=7%, signal=37%",ATP6AP2/CES1/CTSZ/ANPEP,Reactome
REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS,REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS,18,0.8125373951570934,1.7863846126486658,0.002622304134663413,0.04031735617918828,0.03747980215937194,1903,"tags=72%, list=14%, signal=62%",LIMS2/ITGB1/ACTN1/PARVB/ILK/ACTG1/FERMT2/FLNA/LIMS1/FLNC/ACTB/ARHGEF6/PARVA,Reactome
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,53,0.6483290554130431,1.7926373858426554,0.001544547634433158,0.026433829515013187,0.024573404469628288,2369,"tags=51%, list=17%, signal=42%",P4HA3/COL8A2/COL13A1/COL3A1/COL12A1/ADAMTS2/COL5A3/COL6A3/P4HA2/COL7A1/COL8A1/BMP1/P4HA1/COL4A2/COL6A1/COL5A1/PLOD2/TLL1/COL5A2/P3H3/COL6A2/P4HB/COL11A1/COL18A1/COL4A1/PLOD1/COL1A2,Reactome
REACTOME_OTHER_SEMAPHORIN_INTERACTIONS,REACTOME_OTHER_SEMAPHORIN_INTERACTIONS,15,0.8338391949892616,1.7945814775241118,0.002611390072870646,0.04031735617918828,0.03747980215937194,402,"tags=33%, list=3%, signal=32%",ITGB1/SEMA4A/PLXNA4/PLXNC1/PLXNA2,Reactome
REACTOME_L1CAM_INTERACTIONS,REACTOME_L1CAM_INTERACTIONS,87,0.5863422477863562,1.8101749960469011,5.076155508707403e-4,0.009652752856240426,0.008973387682894624,1777,"tags=24%, list=13%, signal=21%",ANK2/SPTBN2/ITGB1/DPYSL2/HSPA8/MSN/ACTG1/DNM1/DLG1/ITGAV/AP2M1/SPTBN1/ITGA9/CHL1/DNM3/SCN1B/CNTNAP1/LAMC1/MAPK1/GAP43/ACTB,Reactome
REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND,REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND,46,0.696887121556677,1.824879587448441,6.906236608443107e-4,0.012535865843810367,0.011653585856033186,968,"tags=28%, list=7%, signal=26%",HSPA1L/DNAJB1/HSPA8/CAPZB/DNAJA1/HSP90AA1/HSPA1A/DNAJA4/DCTN2/DYNLL1/DYNC1LI2/DCTN3/HSPA1B,Reactome
REACTOME_CRMPS_IN_SEMA3A_SIGNALING,REACTOME_CRMPS_IN_SEMA3A_SIGNALING,13,0.8684807573010901,1.828264950787929,0.0017537495426488124,0.02959143594497574,0.02750877711078493,920,"tags=38%, list=7%, signal=36%",DPYSL2/PLXNA4/PLXNA2/CDK5/DPYSL3,Reactome
REACTOME_HSF1_DEPENDENT_TRANSACTIVATION,REACTOME_HSF1_DEPENDENT_TRANSACTIVATION,33,0.7279752217534087,1.8446788267209364,0.002625003156908753,0.04031735617918828,0.03747980215937194,411,"tags=24%, list=3%, signal=24%",HSPA1L/HSPH1/DNAJB1/MRPL18/HSPA8/HSP90AA1/HSPA1A/HSPB8,Reactome
REACTOME_ATTENUATION_PHASE,REACTOME_ATTENUATION_PHASE,23,0.8252230481407389,1.9107645808389122,5.399280910507235e-4,0.01010677895435573,0.00939545921598134,386,"tags=30%, list=3%, signal=30%",HSPA1L/HSPH1/DNAJB1/MRPL18/HSPA8/HSP90AA1/HSPA1A,Reactome
REACTOME_SEMAPHORIN_INTERACTIONS,REACTOME_SEMAPHORIN_INTERACTIONS,57,0.7044897456069522,1.9898655863394037,1.792955106285695e-4,0.0037683512584741454,0.0035031329685138793,1020,"tags=28%, list=7%, signal=26%",ITGB1/SEMA4A/DPYSL2/PLXNA4/RRAS/MYL6/HSP90AA1/PLXNC1/PLXNA2/CDK5/MYL12B/ROCK1/MYL9/MYH10/DPYSL3/RHOA,Reactome
