gene	rho	pvalue	padj	program
HBB	0.2693413560901094	0.0	0.0	late_up
CCDC80	-0.26923374477291967	0.0	0.0	late_down
ENAH	-0.2688880271155177	0.0	0.0	late_down
C18orf32	-0.2685299452731903	0.0	0.0	late_down
WSB1	0.26695013207977947	0.0	0.0	late_up
EPDR1	-0.26691238788876925	0.0	0.0	late_down
HIGD2A	-0.26659606482307646	0.0	0.0	late_down
DCBLD2	-0.26629237183242427	0.0	0.0	late_down
KLF10	0.2661903912282078	0.0	0.0	late_up
DDX3X	0.26612150021254066	0.0	0.0	late_up
COX6A1	-0.2660248866748817	0.0	0.0	late_down
NDUFC2	-0.2656834995322543	0.0	0.0	late_down
ZFP36L1	-0.2653167203622822	0.0	0.0	late_down
PKM	-0.26475341615419745	0.0	0.0	late_down
MYADM	0.2646733714256983	0.0	0.0	late_up
CA12	-0.26441320123638595	0.0	0.0	late_down
GJA1	-0.2641932427576984	0.0	0.0	late_down
TRIP6	-0.26384295839419253	0.0	0.0	late_down
APRT	-0.26327679329699727	0.0	0.0	late_down
LCP1	0.26255001787791776	0.0	0.0	late_up
RGS2	0.262368291109369	0.0	0.0	late_up
NOP10	-0.2620896268685862	0.0	0.0	late_down
MVP	-0.2614735924260712	0.0	0.0	late_down
ADH5	-0.2606272589225573	0.0	0.0	late_down
OCIAD2	-0.26019515660362597	0.0	0.0	late_down
FRZB	0.2597214299303922	0.0	0.0	late_up
SMARCE1	-0.25930394067138984	0.0	0.0	late_down
CSRNP1	0.2592590203367436	0.0	0.0	late_up
MFAP3L	0.2575334790072097	0.0	0.0	late_up
CISD1	-0.2569263036075824	0.0	0.0	late_down
NPC2	-0.2567276517004927	0.0	0.0	late_down
HEG1	-0.25632569614219014	0.0	0.0	late_down
PHPT1	-0.2557736013269039	0.0	0.0	late_down
LTBP1	-0.2556460075889385	0.0	0.0	late_down
PDGFRA	-0.2550860222398557	0.0	0.0	late_down
SRSF3	0.25427370638707525	0.0	0.0	late_up
COTL1	-0.2542159417057129	0.0	0.0	late_down
C9orf16	-0.25420259272941254	0.0	0.0	late_down
CLIC1	-0.25418701028270274	0.0	0.0	late_down
TM9SF1	-0.2533470361884059	0.0	0.0	late_down
CD55	0.25315490268408863	0.0	0.0	late_up
CDH19	0.2529962188076461	0.0	0.0	late_up
TSC22D3	0.25227903582568023	0.0	0.0	late_up
