source	target	ligand_complex	receptor_complex	lr_means	cellphone_pvals	expr_prod	scaled_weight	lr_logfc	spec_weight	lrscore	specificity_rank	magnitude_rank	condition
Macrophage_M2	Macrophage_M2	SPARC	FGFR1	1.0103819	0.84	0.57609785	-0.33421368781968785	-0.5369484710577626	0.0036258334	0.73132294	1.0	0.622946945449275	degenerated
NP_fibrocartilaginous	unassigned	PRG4	CD44	0.5670823	1.0	0.2930154	-0.3514106244058962	-0.3780569601416608	0.0020332958	0.6600055	1.0	0.6229613687128481	degenerated
NP_fibrocartilaginous	NP_mature_chondrocyte	COL1A2	ITGA1_ITGB1	1.1990875	0.0	0.39283836	0.27673971521317203	0.37362041832802967	0.0133742085	0.6920894	0.04231026235292893	0.6229613687128481	degenerated
NP_fibrocartilaginous	Macrophage_M2	COL6A3	ITGA11_ITGB1	0.90820605	0.23	0.39289004	0.041443766737269266	0.12422038390740126	0.008176526	0.6921034	0.605933680071204	0.6230467753364232	degenerated
Fibroblast_like	NP_notochordal	APP	LRP10	0.926046	0.0	0.8063475	0.14440196246327647	0.23667202931993092	0.007976695	0.76304805	0.41032707396586005	0.6230478043395407	degenerated
Fibroblast_like	AF_outer	COL1A2	SDC1	1.2056978	0.0	0.2289696	0.3821790983946177	0.2426554660952324	0.033324346	0.63181263	0.06898370895623787	0.6231320016195936	degenerated
Fibrochondrocyte_stressed	Macrophage_M2	ADAM17	ITGB1	0.73104584	0.7	0.39296052	-0.026550353165318577	-0.04292349605509804	0.007247626	0.69212246	1.0	0.6231320016195936	degenerated
NP_mature_chondrocyte	AF_inner	DKK1	LRP6	0.27404892	0.0	0.055068456	0.09489636909405916	0.3337424924194775	0.019741131	0.45698038	0.22269218275940272	0.6231483049367215	degenerated
Fibroblast_like	Macrophage_M2	SPARC	FGFR1	1.0103008	0.99	0.5760421	-0.3342869301064736	-0.8276892453557592	0.0036254823	0.73131347	1.0	0.6231486686653036	degenerated
Fibrochondrocyte_stressed	unassigned	BGN	TLR4	0.567015	1.0	0.25470576	0.13653983492137278	0.35638058466880307	0.005646705	0.644113	1.0	0.6232172356744524	degenerated
NP_notochordal	AF_inner	FN1	PLAUR	0.63002515	1.0	0.39299604	-0.9765834616686861	-1.4610985589480747	0.0012351115	0.6921321	1.0	0.6232172356744524	degenerated
AF_outer	AF_outer	THBS1	CD47	0.9259913	0.0	0.85146266	0.2172866991395564	0.3691234553554217	0.015823342	0.7679344	0.04658373175518218	0.6232494272103348	degenerated
EP_hyaline	NP_mature_chondrocyte	COL6A1	ITGA1_ITGB1	0.73550445	0.97	0.22887039	-0.034892420479579696	0.03051263814535915	0.008903133	0.6317622	1.0	0.6233024775013539	degenerated
unassigned	NP_fibrocartilaginous	PRG4	CD44	0.8187559	1.0	0.39309657	-0.09926104075708626	-0.33441471103413667	0.0027277798	0.69215935	1.0	0.6233024775013539	degenerated
AF_inner	NP_mature_chondrocyte	BSG	SLC16A1	0.9259729	0.0	0.8367901	0.2653216724016851	0.4161526336071365	0.016191864	0.76638186	0.02279060382758743	0.6233503023989684	degenerated
EP_hyaline	Fibrochondrocyte_chondroid	FABP5	RXRA	0.2435359	1.0	0.055094413	-0.21701755374833936	-0.4107569198643754	0.0018366483	0.45703882	1.0	0.6233565404121181	degenerated
