source	target	ligand_complex	receptor_complex	lr_means	cellphone_pvals	expr_prod	scaled_weight	lr_logfc	spec_weight	lrscore	specificity_rank	magnitude_rank	condition	is_pain_relevant	pain_categories
NP_mature_chondrocyte	AF_inner	VEGFA	SIRPA	0.7707756	0.0	0.34229496	0.184234863718987	0.3435468138046852	0.01704597	0.67607075	0.07659772045494492	0.5251613039791427	degenerated	True	pain_ligand:VEGFA
EP_ossification	Macrophage	VEGFA	ITGB1	0.74860984	1.0	0.24438742	-0.36660931334874686	-0.7965093896505524	0.002340496	0.63814306	1.0	0.5254741058320038	degenerated	True	pain_ligand:VEGFA
NP_fibrocartilaginous	unassigned	FGF2	CD44	0.5818714	1.0	0.33766103	-0.3433946948958312	-0.165779438442601	0.006212332	0.67457646	1.0	0.5257870318696658	degenerated	True	pain_ligand:FGF2
EP_hyaline	EP_ossification	FGF2	SDC2	0.60236007	1.0	0.34263626	-0.23046455955214318	-0.35970327388343604	0.010670157	0.6761798	1.0	0.525995886278524	degenerated	True	pain_ligand:FGF2
AF_inner	NP_fibrocartilaginous	FGF2	FGFRL1	0.58129627	0.92	0.32380107	-0.04042825172604369	-0.16461890733875661	0.019074086	0.66995925	1.0	0.5266222767966343	degenerated	True	pain_ligand:FGF2
AF_outer	EP_hyaline	ANGPT1	ITGB1	0.9584983	0.0	0.34299305	0.24427668591592905	0.23369984480442807	0.013582243	0.6762938	0.2259314091939743	0.5268313523176851	degenerated	True	pain_ligand:ANGPT1
NP_fibrocartilaginous	B_cell	VEGFA	CD44	0.6273327	1.0	0.34309113	-0.36558322195259435	-0.6195894041051878	0.003876613	0.6763251	1.0	0.5272493327290331	degenerated	True	pain_ligand:VEGFA
EP_hyaline	EP_ossification	VEGFA	ITGAV	0.58119595	0.9	0.28379092	-0.10805369811658434	-0.12887955824438269	0.009030472	0.6552178	1.0	0.5273538623641684	degenerated	True	pain_ligand:VEGFA
NP_mature_chondrocyte	B_cell	TNFSF10	RIPK1	0.23240581	0.02	0.05148252	0.0953411517271324	0.15397495189240867	0.01420862	0.4473354	0.4434763784350897	0.527435519764292	degenerated	True	pain_ligand:TNF
NP_fibrocartilaginous	Macrophage	VEGFA	NRP2	0.58103085	1.0	0.30579865	-0.1494931611147124	-0.4029181038276455	0.00911065	0.6636047	1.0	0.5276677025642749	degenerated	True	pain_ligand:VEGFA; pain_receptor:NRP2
EP_hyaline	Pericyte_SMC	ADAM10	IL6R	0.2286174	0.77	0.051494792	-0.050082722484007074	-0.3438699927367444	0.0038377903	0.44736484	1.0	0.5277284080858259	degenerated	True	pain_receptor:IL6R
EP_ossification	EP_hyaline	SLIT3	ROBO1	0.2303485	0.0	0.05151021	0.4850688783580188	0.47083297970117743	0.021682745	0.44740188	0.022358887538781447	0.5280212732770008	degenerated	True	pain_receptor:ROBO1
NP_mature_chondrocyte	Macrophage	TNFSF9	HLA-DPA1	0.71466255	0.0	0.24353565	1.3242788062446995	1.2369784229639522	0.0663419	0.63773984	0.00044866851292665026	0.5290285533363249	degenerated	True	pain_ligand:TNF
NP_fibrocartilaginous	AF_outer	GRN	TNFRSF1A	0.94936657	0.0	0.87089235	0.2430026480221329	0.194409286362637	0.014469238	0.76900387	0.1682237187627707	0.529361816325086	degenerated	True	pain_receptor:TNFRSF1A
EP_hyaline	Macrophage	PIGF	FLT1	0.59405375	0.0	0.24348605	0.7464989154401529	0.8531095894895511	0.06498163	0.6377163	0.0035300690000641386	0.5295526837239325	degenerated	True	pain_receptor:FLT1
NP_fibrocartilaginous	EP_ossification	TNFSF12	TNFRSF12A	0.6491591	0.74	0.34405488	0.011565065797466342	0.053473821814047584	0.01475171	0.67663205	1.0	0.529867226741001	degenerated	True	pain_ligand:TNF
AF_inner	EP_ossification	FGF2	SDC2	0.58014315	1.0	0.32218656	-0.25542870959616354	-0.4465410181275581	0.010033325	0.6694064	1.0	0.5303919108297902	degenerated	True	pain_ligand:FGF2
AF_outer	EP_ossification	GRN	TNFRSF1A	0.9489385	0.01	0.8156534	0.23256182505686035	0.2294481105261501	0.013551482	0.7631325	0.38818642579131674	0.5304069332993713	degenerated	True	pain_receptor:TNFRSF1A
